momentID,momentVehicleClassLower,momentVehicleClass,momentType,momentVehicle,momentVehicleTop,momentAdditional,momentIn,momentOut,momentDuration,momentDurationTop,movieID,movieName,movieYear,movieActor,movieDuration,inVehicleDuration,inVehicleFraction,movieDescription,momentDurationStacked
M03V02,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,,2041,2062,21,21,M03,Goldfinger,1964,Sean Connery,6600,1384,21%,"This is possibly most people's favorite Bond movie, with an iconic villain and a lot of memorable scenes. But of course, the movie's highlight is the introduction of the ultimate Bond car: the Aston Martin DB5!",3284
M03V03,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,,2076,2164,88,88,M03,Goldfinger,1964,Sean Connery,6600,1384,21%,"This is possibly most people's favorite Bond movie, with an iconic villain and a lot of memorable scenes. But of course, the movie's highlight is the introduction of the ultimate Bond car: the Aston Martin DB5!",3372
M03V04,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,chasing,2208,2266,58,58,M03,Goldfinger,1964,Sean Connery,6600,1384,21%,"This is possibly most people's favorite Bond movie, with an iconic villain and a lot of memorable scenes. But of course, the movie's highlight is the introduction of the ultimate Bond car: the Aston Martin DB5!",3430
M03V05,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,,2314,2381,67,67,M03,Goldfinger,1964,Sean Connery,6600,1384,21%,"This is possibly most people's favorite Bond movie, with an iconic villain and a lot of memorable scenes. But of course, the movie's highlight is the introduction of the ultimate Bond car: the Aston Martin DB5!",3497
M03V06,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,,2398,2433,35,35,M03,Goldfinger,1964,Sean Connery,6600,1384,21%,"This is possibly most people's favorite Bond movie, with an iconic villain and a lot of memorable scenes. But of course, the movie's highlight is the introduction of the ultimate Bond car: the Aston Martin DB5!",3532
M03V07,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,chased,2653,2774,121,121,M03,Goldfinger,1964,Sean Connery,6600,1384,21%,"This is possibly most people's favorite Bond movie, with an iconic villain and a lot of memorable scenes. But of course, the movie's highlight is the introduction of the ultimate Bond car: the Aston Martin DB5!",3653
M03V08,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,chased,2856,3011,155,155,M03,Goldfinger,1964,Sean Connery,6600,1384,21%,"This is possibly most people's favorite Bond movie, with an iconic villain and a lot of memorable scenes. But of course, the movie's highlight is the introduction of the ultimate Bond car: the Aston Martin DB5!",3808
M04V02,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,,266,283,17,17,M04,Thunderball,1965,Sean Connery,7800,1208,15%,"Bond doesn't spend a lot of time in vehicles in his fourth movie, but noteworthy and memorable are the underwater atomic bomb sledge, and the final scene aboard Largo's yacht 'Disco Volante'.",4566
M04V03,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,chased,2243,2330,87,87,M04,Thunderball,1965,Sean Connery,7800,1208,15%,"Bond doesn't spend a lot of time in vehicles in his fourth movie, but noteworthy and memorable are the underwater atomic bomb sledge, and the final scene aboard Largo's yacht 'Disco Volante'.",4653
M17V04,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,"driver, chasing",800,1048,248,248,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",326
M17V05,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,driver,1370,1406,36,36,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",362
M18V03,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,driver,1431,1443,12,12,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2034
M21V06,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,driver,2119,2131,12,12,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",118
M21V07,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,driver,2178,2203,25,25,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",143
M21V08,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,driver,2400,2403,3,3,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",146
M23V13,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,,6258,6354,96,96,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",4057
M23V14,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,,6424,6480,56,56,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",4113
M23V15,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,,6911,6994,83,83,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",4196
M24V16,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,driver,8447,8475,28,28,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",6161
M25V01,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,driver,442,503,61,61,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6222
M25V03,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,"driver, chased",1097,1349,252,252,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6504
M07V14,parachute,Parachute,air-based,20-sided silver pod parachute,2_Parachute,,5982,6041,59,59,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",972
M10V02,parachute,Parachute,air-based,Parachute,2_Parachute,,470,492,22,22,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",4238
M11V02,parachute,Parachute,air-based,Parachute,2_Parachute,,329,355,26,26,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8213
M15V02,parachute,Parachute,air-based,Parachute,2_Parachute,,113,136,23,23,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",77
M15V04,parachute,Parachute,air-based,Parachute,2_Parachute,,398,432,34,34,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",237
M16V05,parachute,Parachute,air-based,Parachute,2_Parachute,,480,509,29,29,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3308
M18V11,parachute,Parachute,air-based,Parachute,2_Parachute,,4077,4080,3,3,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2496
M20V17,parachute,Parachute,air-based,Parachute,2_Parachute,,6459,6463,4,4,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7750
M22V21,parachute,Parachute,air-based,Parachute,2_Parachute,,4258,4261,3,3,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2660
M24V06,parachute,Parachute,air-based,Parachute,2_Parachute,,3014,3040,26,26,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",4931
M06V11,skis,Skis,land-based,Skis ,3_Skis,chased,5605,5753,148,148,M06,On Her Majesty's Secret Service,1969,George Lazenby,8520,2060,24%,"The only Bond movie starring George Lazenby is also one of the longest in the entire series.  It features a lot of snow-based vehicles, such as the cable car to Piz Gloria and horse-drawn sleighs. It is the only movie in which Bond rides a bobsleigh! ",705
M06V12,skis,Skis,land-based,Skis,3_Skis,chased,5753,5821,68,68,M06,On Her Majesty's Secret Service,1969,George Lazenby,8520,2060,24%,"The only Bond movie starring George Lazenby is also one of the longest in the entire series.  It features a lot of snow-based vehicles, such as the cable car to Piz Gloria and horse-drawn sleighs. It is the only movie in which Bond rides a bobsleigh! ",773
M06V13,skis,Skis,land-based,Skis,3_Skis,,5904,5912,8,8,M06,On Her Majesty's Secret Service,1969,George Lazenby,8520,2060,24%,"The only Bond movie starring George Lazenby is also one of the longest in the entire series.  It features a lot of snow-based vehicles, such as the cable car to Piz Gloria and horse-drawn sleighs. It is the only movie in which Bond rides a bobsleigh! ",781
M06V17,skis,Skis,land-based,Skis ,3_Skis,chased,6833,7084,251,251,M06,On Her Majesty's Secret Service,1969,George Lazenby,8520,2060,24%,"The only Bond movie starring George Lazenby is also one of the longest in the entire series.  It features a lot of snow-based vehicles, such as the cable car to Piz Gloria and horse-drawn sleighs. It is the only movie in which Bond rides a bobsleigh! ",1360
M10V01,skis,Skis,land-based,Skis ,3_Skis,chased,359,459,100,100,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",4216
M12V07,skis,Skis,land-based,Skis ,3_Skis,chased,2707,2951,244,244,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12560
M12V08,skis,Skis,land-based,Skis ,3_Skis,chased,3089,3337,248,248,M12,For Your Eyes Only,1981,Roger Moore,7620,2876,38%,"Bond spends a lot of time under water in this movie, in the wreckage of the St. Georges trawler, but we also have some exciting action scenes on skis, in a Citroen 2CV, and even on a Zamboni!",12808
M14V01,skis,Skis,land-based,Skis,3_Skis,chased,55,176,121,121,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",16942
M19V05,skis,Skis,land-based,Skis ,3_Skis,chased,2065,2355,290,290,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5143
M02V10,train,Train,land-based,Orient Express,4_Train,,4027,4682,655,655,M02,From Russia with Love,1963,Sean Connery,6900,2534,37%,"The second Bond movie has the longest vehicle scene of them all: the famous Orient Express train from Istanbul to Istria. It leads to some very exciting scenes, both inside and outside of the train.",1637
M02V11,train,Train,land-based,Orient Express,4_Train,,4779,4883,104,104,M02,From Russia with Love,1963,Sean Connery,6900,2534,37%,"The second Bond movie has the longest vehicle scene of them all: the famous Orient Express train from Istanbul to Istria. It leads to some very exciting scenes, both inside and outside of the train.",1741
M02V12,train,Train,land-based,Orient Express,4_Train,,4924,5824,900,900,M02,From Russia with Love,1963,Sean Connery,6900,2534,37%,"The second Bond movie has the longest vehicle scene of them all: the famous Orient Express train from Istanbul to Istria. It leads to some very exciting scenes, both inside and outside of the train.",2641
M02V13,train,Train,land-based,Orient Express,4_Train,hanging on,5848,5853,5,5,M02,From Russia with Love,1963,Sean Connery,6900,2534,37%,"The second Bond movie has the longest vehicle scene of them all: the famous Orient Express train from Istanbul to Istria. It leads to some very exciting scenes, both inside and outside of the train.",2646
M05V06,train,Train,land-based,Tanaka's underground train,4_Train,,1898,1987,89,89,M05,You Only Live Twice,1967,Sean Connery,7020,1545,22%,"This movie features some very curious vehicles, such as Tanaka's secret underground train, and 'Little Nellie': a Wallis WA-116 Agile autogyro which even features on the movie's poster!",6243
M06V07,train,Train,land-based,Train,4_Train,,2863,2899,36,36,M06,On Her Majesty's Secret Service,1969,George Lazenby,8520,2060,24%,"The only Bond movie starring George Lazenby is also one of the longest in the entire series.  It features a lot of snow-based vehicles, such as the cable car to Piz Gloria and horse-drawn sleighs. It is the only movie in which Bond rides a bobsleigh! ",290
M08V21,train,Train,land-based,Train,4_Train,,6949,7218,269,269,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",2207
M10V09,train,Train,land-based,Train from Egypt to Sardinia,4_Train,,3349,3670,321,321,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",5242
M13V15,train,Train,land-based,Train,4_Train,hanging underneath,5249,5309,60,60,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15277
M13V16,train,Train,land-based,Train,4_Train,,5442,5647,205,205,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",15482
M13V18,train,Train,land-based,Train,4_Train,,5790,6288,498,498,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",16081
M14V22,train,Train,land-based,Mine Cart,4_Train,,6094,6170,76,76,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",18121
M17V15,train,Train,land-based,Armoured ICBM Train,4_Train,,5331,5590,259,259,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",1468
M21V14,train,Train,land-based,Pendolino CD-serie 680,4_Train,,3471,3732,261,261,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",695
M23V03,train,Train,land-based,Work train with diesel locomotive type DE xx000,4_Train,"chasing, on top",398,471,73,73,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3120
M23V05,train,Train,land-based,Work train with diesel locomotive type DE xx000,4_Train,chasing,569,724,155,155,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3373
M23V10,train,Train,land-based,London Underground 1996 Stock ,4_Train,chasing,5563,5579,16,16,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3777
M23V11,train,Train,land-based,London Underground 1996 Stock ,4_Train,chasing,5617,5731,114,114,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3891
M24V10,train,Train,land-based,Oriental Desert Express,4_Train,locomotive ONCF-series DH 370,5250,5790,540,540,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",5759
M06V04,animal,Animal,land-based,Horse,5_Horse,,2129,2142,13,13,M06,On Her Majesty's Secret Service,1969,George Lazenby,8520,2060,24%,"The only Bond movie starring George Lazenby is also one of the longest in the entire series.  It features a lot of snow-based vehicles, such as the cable car to Piz Gloria and horse-drawn sleighs. It is the only movie in which Bond rides a bobsleigh! ",198
M11V14,animal,Animal,land-based,Horse,5_Horse,,4381,4406,25,25,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",9232
M13V23,animal,Animal,land-based,Horse,5_Horse,,7337,7394,57,57,M13,Octopussy,1983,Roger Moore,7860,2368,30%,"The variety of locations in this movie leads to a variety of vehicles: the circus train smuggling a bomb to the West, rickshaws, a hot air balloon, and even a tiny boat disguised as an alligator!",16449
M14V12,animal,Animal,land-based,Horse ,5_Horse,chased,2859,3078,219,219,M14,A View to a Kill,1985,Roger Moore,7860,1416,18%,"This might be 'the movie in which Moore was too old to play Bond', but it gave us some iconic vehicle scenes: the firetruck chase in San Francisco, Zorin's skyship, and an underground mine cart trip.",17468
M15V23,animal,Animal,land-based,Horse,5_Horse,,5452,5523,71,71,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1748
M15V24,animal,Animal,land-based,Horse,5_Horse,,5824,5881,57,57,M15,The Living Daylights,1987,Timothy Dalton,7800,2798,36%,"Timothy Dalton's Bond spends nearly 20 minutes of this movie in the Lockheed C-130 Hercules plane, which ultimately crashes. But don't forget the stunning Aston Martin V8 Volante!",1805
